phrase,spam_count,ham_count,spam_ratio,weight,category
ur award free,3,0,1.0,0.3,general
ur chance,3,0,1.0,0.3,general
ur chance win,3,0,1.0,0.3,general
ur door hurry,3,0,1.0,0.3,general
ur dream,3,0,1.0,0.3,general
ur m8s,3,0,1.0,0.3,general
ur m8s txt,3,0,1.0,0.3,general
ur mates www,3,0,1.0,0.3,general
ur mob tell,3,0,1.0,0.3,general
ur phone,3,0,1.0,0.3,general
urgent 09066612661,3,0,1.0,0.3,urgency
urgent 09066612661 landline,3,0,1.0,0.3,urgency
usage 30p,3,0,1.0,0.3,general
use services,3,0,1.0,0.3,general
use services pls,3,0,1.0,0.3,general
validity 30 din,3,0,1.0,0.3,general
validity recharge stay,3,0,1.0,0.3,general
ve invited,3,0,1.0,0.3,general
ve invited xchat,3,0,1.0,0.3,general
ve won,3,0,1.0,0.3,general
vibration belt,3,0,1.0,0.3,general
video karein,3,0,1.0,0.3,general
video karein 58888,3,0,1.0,0.3,general
video phone 750,3,0,1.0,0.3,general
videochat,3,0,1.0,0.3,general
videochat wid,3,0,1.0,0.3,general
videophones,3,0,1.0,0.3,general
viha,3,0,1.0,0.3,general
vihar,3,0,1.0,0.3,general
village noida extn,3,0,1.0,0.3,general
village xpandabl,3,0,1.0,0.3,general
village xpandabl villas,3,0,1.0,0.3,general
visit airtel,3,0,1.0,0.3,general
visit airtel live,3,0,1.0,0.3,general
voucher entered,3,0,1.0,0.3,general
voucher entered receipt,3,0,1.0,0.3,technical
w45wq,3,0,1.0,0.3,general
wa 56677,3,0,1.0,0.3,general
wait releasing,3,0,1.0,0.3,general
wait releasing limited,3,0,1.0,0.3,general
wallpaper,3,0,1.0,0.3,general
want real dogging,3,0,1.0,0.3,general
watch mrp2600,3,0,1.0,0.3,general
watch mrp2600 pay,3,0,1.0,0.3,general
way fng,3,0,1.0,0.3,general
way fng possession,3,0,1.0,0.3,general
wc1n3xx,3,0,1.0,0.3,general
week free,3,0,1.0,0.3,general
week starting,3,0,1.0,0.3,general
weekend calls,3,0,1.0,0.3,general
weekly comp just,3,0,1.0,0.3,general
welcome business,3,0,1.0,0.3,general
welcome business opportunity,3,0,1.0,0.3,general
whats number,3,0,1.0,0.3,general
whats number contest,3,0,1.0,0.3,general
wide road,3,0,1.0,0.3,general
win 250,3,0,1.0,0.3,general
win free auction,3,0,1.0,0.3,general
wk free,3,0,1.0,0.3,general
wkly comp,3,0,1.0,0.3,general
wkly draw,3,0,1.0,0.3,general
won 000 xmas,3,0,1.0,0.3,general
won 1000,3,0,1.0,0.3,general
won 2000 prize,3,0,1.0,0.3,general
won 750,3,0,1.0,0.3,general
won 750 pound,3,0,1.0,0.3,general
won nokia,3,0,1.0,0.3,general
wooden,3,0,1.0,0.3,general
woods,3,0,1.0,0.3,general
word collect,3,0,1.0,0.3,general
word collect 83355,3,0,1.0,0.3,general
word start,3,0,1.0,0.3,general
word start 81151,3,0,1.0,0.3,general
world cup offer,3,0,1.0,0.3,general
wrist watch mrp2600,3,0,1.0,0.3,general
wrth,3,0,1.0,0.3,general
wrth rs,3,0,1.0,0.3,general
www ldew com,3,0,1.0,0.3,general
www ldew com1win150ppmx3age16,3,0,1.0,0.3,general
www merucabs,3,0,1.0,0.3,general
www merucabs com,3,0,1.0,0.3,general
www tc,3,0,1.0,0.3,general
www tc biz,3,0,1.0,0.3,general
xchat final,3,0,1.0,0.3,general
xchat final attempt,3,0,1.0,0.3,general
xmas prize claim,3,0,1.0,0.3,general
xperience beachside living,3,0,1.0,0.3,general
xxx pics,3,0,1.0,0.3,general
yamuna way,3,0,1.0,0.3,general
yes 85023,3,0,1.0,0.3,general
yes 85023 savamob,3,0,1.0,0.3,general
yrs free,3,0,1.0,0.3,general
yrs free scheme,3,0,1.0,0.3,general
yrs possession,3,0,1.0,0.3,general
zed 08701417012,3,0,1.0,0.3,general
zed 08701417012 profit,3,0,1.0,0.3,general
online,11,26,0.2973,0.2973,general
xxx,10,24,0.2941,0.2941,general
gr8,8,14,0.3636,0.2909,general
waiting,18,44,0.2903,0.2903,general
kar,11,27,0.2895,0.2895,general
asap,7,10,0.4118,0.2882,general
lab,7,10,0.4118,0.2882,general
help,24,60,0.2857,0.2857,general
plan,14,35,0.2857,0.2857,general
stay,12,30,0.2857,0.2857,general
minutes,12,31,0.2791,0.2791,general
cal,8,15,0.3478,0.2783,general
appt,5,4,0.5556,0.2778,general
baki,5,4,0.5556,0.2778,general
centre,5,4,0.5556,0.2778,general
color,5,4,0.5556,0.2778,general
country,5,4,0.5556,0.2778,general
placement,5,4,0.5556,0.2778,general
tip,5,4,0.5556,0.2778,technical
immediately,6,7,0.4615,0.2769,urgency
king,6,7,0.4615,0.2769,general
ur,161,421,0.2766,0.2766,general
car,17,45,0.2742,0.2742,general
ex,7,11,0.3889,0.2722,general
luck,7,11,0.3889,0.2722,general
sunday,7,11,0.3889,0.2722,general
sent,22,60,0.2683,0.2683,general
true,11,30,0.2683,0.2683,general
seen,8,16,0.3333,0.2667,general
9pm,4,2,0.6667,0.2667,general
adult,4,2,0.6667,0.2667,general
application,4,2,0.6667,0.2667,general
effect,4,2,0.6667,0.2667,general
films,4,2,0.6667,0.2667,general
gain,4,2,0.6667,0.2667,general
kg,4,2,0.6667,0.2667,general
logo,4,2,0.6667,0.2667,general
nazar,4,2,0.6667,0.2667,general
repair,4,2,0.6667,0.2667,general
security,4,2,0.6667,0.2667,authority
sept,4,2,0.6667,0.2667,general
spot,4,2,0.6667,0.2667,general
stylish,4,2,0.6667,0.2667,general
videos,4,2,0.6667,0.2667,general
wanna,13,36,0.2653,0.2653,general
use,22,61,0.2651,0.2651,general
company,9,22,0.2903,0.2613,general
just,114,325,0.2597,0.2597,general
future,7,12,0.3684,0.2579,general
mujhe,7,12,0.3684,0.2579,general
banks,6,8,0.4286,0.2571,financial
karna,6,8,0.4286,0.2571,general
main,6,8,0.4286,0.2571,general
weight,6,8,0.4286,0.2571,general
fr,8,17,0.32,0.256,general
bhi,11,32,0.2558,0.2558,general
hair,10,30,0.25,0.25,general
blackberry,5,5,0.5,0.25,general
invited,5,5,0.5,0.25,general
request,5,5,0.5,0.25,general
result,5,5,0.5,0.25,general
results,5,5,0.5,0.25,general
test,9,24,0.2727,0.2455,general
home,55,170,0.2444,0.2444,general
kya,10,31,0.2439,0.2439,general
soon,19,59,0.2436,0.2436,general
training,6,9,0.4,0.24,general
make,34,108,0.2394,0.2394,general
calling,7,14,0.3333,0.2333,general
hit,7,14,0.3333,0.2333,general
money,20,66,0.2326,0.2326,general
town,9,26,0.2571,0.2314,general
start,11,37,0.2292,0.2292,general
65,4,3,0.5714,0.2286,general
amazing,4,3,0.5714,0.2286,general
daily,4,3,0.5714,0.2286,general
event,4,3,0.5714,0.2286,general
forwarded,4,3,0.5714,0.2286,general
package,4,3,0.5714,0.2286,general
period,4,3,0.5714,0.2286,general
priority,4,3,0.5714,0.2286,general
record,4,3,0.5714,0.2286,general
reference,4,3,0.5714,0.2286,general
released,4,3,0.5714,0.2286,general
sol,4,3,0.5714,0.2286,general
sold,4,3,0.5714,0.2286,general
tells,4,3,0.5714,0.2286,general
complete,6,10,0.375,0.225,general
1000s,3,1,0.75,0.225,general
52,3,1,0.75,0.225,general
6months,3,1,0.75,0.225,general
aapke,3,1,0.75,0.225,general
absolutely,3,1,0.75,0.225,general
apke,3,1,0.75,0.225,general
appartments,3,1,0.75,0.225,general
based,3,1,0.75,0.225,general
biggest,3,1,0.75,0.225,general
broadband,3,1,0.75,0.225,general
chatting,3,1,0.75,0.225,general
community,3,1,0.75,0.225,general
complex,3,1,0.75,0.225,general
convenience,3,1,0.75,0.225,general
eng,3,1,0.75,0.225,general
festive,3,1,0.75,0.225,general
funky,3,1,0.75,0.225,general
gaana,3,1,0.75,0.225,general
held,3,1,0.75,0.225,general
highest,3,1,0.75,0.225,general
hindi,3,1,0.75,0.225,general
hotmail,3,1,0.75,0.225,general
jordan,3,1,0.75,0.225,general
july,3,1,0.75,0.225,general
karte,3,1,0.75,0.225,general
krishna,3,1,0.75,0.225,general
lakhs,3,1,0.75,0.225,general
manali,3,1,0.75,0.225,general
mix,3,1,0.75,0.225,general
mtnl,3,1,0.75,0.225,general
occasion,3,1,0.75,0.225,general
official,3,1,0.75,0.225,general
ordered,3,1,0.75,0.225,general
ow,3,1,0.75,0.225,general
prem,3,1,0.75,0.225,general
prix,3,1,0.75,0.225,general
professionals,3,1,0.75,0.225,general
programs,3,1,0.75,0.225,general
pure,3,1,0.75,0.225,general
residency,3,1,0.75,0.225,general
riders,3,1,0.75,0.225,general
scratches,3,1,0.75,0.225,general
secs,3,1,0.75,0.225,general
starring,3,1,0.75,0.225,general
startin,3,1,0.75,0.225,general
symbol,3,1,0.75,0.225,general
tcs,3,1,0.75,0.225,general
upload,3,1,0.75,0.225,general
victory,3,1,0.75,0.225,general
hi,37,133,0.2176,0.2176,general
hai,40,145,0.2162,0.2162,general
msgs,7,16,0.3043,0.213,general
ring,7,16,0.3043,0.213,general
bar,6,11,0.3529,0.2118,general
black,5,7,0.4167,0.2083,general
missed,8,23,0.2581,0.2065,general
plus,8,23,0.2581,0.2065,general
thanks,17,66,0.2048,0.2048,general
class,16,63,0.2025,0.2025,general
want,51,204,0.2,0.2,general
people,15,60,0.2,0.2,general
gym,6,12,0.3333,0.2,general
march,6,12,0.3333,0.2,general
2010,4,4,0.5,0.2,general
appointment,4,4,0.5,0.2,general
baad,4,4,0.5,0.2,general
birth,4,4,0.5,0.2,general
children,4,4,0.5,0.2,general
cream,4,4,0.5,0.2,general
dec,4,4,0.5,0.2,general
destination,4,4,0.5,0.2,general
feet,4,4,0.5,0.2,general
flirt,4,4,0.5,0.2,general
following,4,4,0.5,0.2,general
green,4,4,0.5,0.2,general
kindly,4,4,0.5,0.2,general
roger,4,4,0.5,0.2,general
series,4,4,0.5,0.2,general
smart,4,4,0.5,0.2,general
travel,4,4,0.5,0.2,general
frm,9,32,0.2195,0.1976,general
today,36,147,0.1967,0.1967,urgency
speak,8,25,0.2424,0.1939,general
air,5,8,0.3846,0.1923,general
congrats,5,8,0.3846,0.1923,general
south,5,8,0.3846,0.1923,general
wear,5,8,0.3846,0.1923,general
left,11,47,0.1897,0.1897,general
life,36,154,0.1895,0.1895,general
know,64,274,0.1893,0.1893,urgency
ya,15,66,0.1852,0.1852,general
talk,13,58,0.1831,0.1831,general
miss,21,94,0.1826,0.1826,general
rest,7,20,0.2593,0.1815,general
fat,6,14,0.3,0.18,general
safe,6,14,0.3,0.18,general
19,3,2,0.6,0.18,general
2008,3,2,0.6,0.18,general
8am,3,2,0.6,0.18,general
beauty,3,2,0.6,0.18,general
canada,3,2,0.6,0.18,general
challenge,3,2,0.6,0.18,general
connect,3,2,0.6,0.18,general
contract,3,2,0.6,0.18,general
covers,3,2,0.6,0.18,general
cross,3,2,0.6,0.18,general
dates,3,2,0.6,0.18,general
diseases,3,2,0.6,0.18,general
electricity,3,2,0.6,0.18,general
europe,3,2,0.6,0.18,general
fans,3,2,0.6,0.18,general
football,3,2,0.6,0.18,general
gossip,3,2,0.6,0.18,technical
ii,3,2,0.6,0.18,general
jokes,3,2,0.6,0.18,general
lakh,3,2,0.6,0.18,general
london,3,2,0.6,0.18,general
mb,3,2,0.6,0.18,general
membership,3,2,0.6,0.18,technical
msn,3,2,0.6,0.18,general
nagar,3,2,0.6,0.18,general
prices,3,2,0.6,0.18,general
protect,3,2,0.6,0.18,general
provide,3,2,0.6,0.18,general
public,3,2,0.6,0.18,general
reg,3,2,0.6,0.18,general
required,3,2,0.6,0.18,general
salon,3,2,0.6,0.18,general
sandeep,3,2,0.6,0.18,general
schedule,3,2,0.6,0.18,general
stores,3,2,0.6,0.18,general
subject,3,2,0.6,0.18,general
term,3,2,0.6,0.18,general
bag,5,9,0.3571,0.1786,general
interested,5,9,0.3571,0.1786,general
model,5,9,0.3571,0.1786,general
remove,5,9,0.3571,0.1786,general
rock,5,9,0.3571,0.1786,general
street,5,9,0.3571,0.1786,general
tea,5,9,0.3571,0.1786,general
away,8,28,0.2222,0.1778,general
acc,4,5,0.4444,0.1778,general
baat,4,5,0.4444,0.1778,general
cinema,4,5,0.4444,0.1778,general
diwali,4,5,0.4444,0.1778,general
karo,4,5,0.4444,0.1778,general
personal,4,5,0.4444,0.1778,general
simply,4,5,0.4444,0.1778,general
strong,4,5,0.4444,0.1778,general
transfer,4,5,0.4444,0.1778,general
value,4,5,0.4444,0.1778,general
wishes,4,5,0.4444,0.1778,general
check,9,38,0.1915,0.1723,general
try,12,59,0.169,0.169,general
ho,12,60,0.1667,0.1667,general
ends,5,10,0.3333,0.1667,general
red,5,10,0.3333,0.1667,general
day,48,244,0.1644,0.1644,general
way,24,122,0.1644,0.1644,general
girls,7,23,0.2333,0.1633,general
wid,13,67,0.1625,0.1625,general
time,45,233,0.1619,0.1619,general
key,4,6,0.4,0.16,general
paid,4,6,0.4,0.16,general
rply,4,6,0.4,0.16,general
sign,4,6,0.4,0.16,general
songs,4,6,0.4,0.16,general
website,4,6,0.4,0.16,general
yahoo,4,6,0.4,0.16,general
ans,6,17,0.2609,0.1565,general
b4,6,17,0.2609,0.1565,general
added,5,11,0.3125,0.1562,general
pls,17,96,0.1504,0.1504,general
125,3,3,0.5,0.15,general
31st,3,3,0.5,0.15,general
avoid,3,3,0.5,0.15,general
competition,3,3,0.5,0.15,general
favourite,3,3,0.5,0.15,general
fest,3,3,0.5,0.15,general
ja,3,3,0.5,0.15,general
kick,3,3,0.5,0.15,general
maintain,3,3,0.5,0.15,general
receipt,3,3,0.5,0.15,technical
regular,3,3,0.5,0.15,general
returns,3,3,0.5,0.15,general
review,3,3,0.5,0.15,general
sakta,3,3,0.5,0.15,general
tata,3,3,0.5,0.15,general
university,3,3,0.5,0.15,general
wa,3,3,0.5,0.15,general
wins,3,3,0.5,0.15,general
catch,5,12,0.2941,0.1471,general
coffee,5,12,0.2941,0.1471,general
hota,5,12,0.2941,0.1471,general
post,5,12,0.2941,0.1471,general
takes,5,12,0.2941,0.1471,general
2nite,4,7,0.3636,0.1455,general
ad,4,7,0.3636,0.1455,general
correct,4,7,0.3636,0.1455,general
grow,4,7,0.3636,0.1455,general
ignore,4,7,0.3636,0.1455,general
password,4,7,0.3636,0.1455,general
receiving,4,7,0.3636,0.1455,general
question,6,19,0.24,0.144,general
sending,5,13,0.2778,0.1389,general
support,5,13,0.2778,0.1389,general
address,6,20,0.2308,0.1385,general
friends,10,64,0.1351,0.1351,general
great,17,109,0.1349,0.1349,general
bt,13,84,0.134,0.134,general
change,8,40,0.1667,0.1333,general
hr,4,8,0.3333,0.1333,general
process,4,8,0.3333,0.1333,general
frnd,7,30,0.1892,0.1324,general
old,7,30,0.1892,0.1324,general
dear,16,105,0.1322,0.1322,general
friend,10,66,0.1316,0.1316,general
girl,10,66,0.1316,0.1316,general
crazy,5,14,0.2632,0.1316,general
listen,5,14,0.2632,0.1316,general
station,5,14,0.2632,0.1316,general
look,7,31,0.1842,0.1289,general
reach,7,31,0.1842,0.1289,general
school,7,31,0.1842,0.1289,general
water,6,22,0.2143,0.1286,general
abhi,3,4,0.4286,0.1286,general
apartment,3,4,0.4286,0.1286,general
babes,3,4,0.4286,0.1286,general
chicken,3,4,0.4286,0.1286,general
costs,3,4,0.4286,0.1286,general
current,3,4,0.4286,0.1286,general
everyday,3,4,0.4286,0.1286,general
healthy,3,4,0.4286,0.1286,general
mumbai,3,4,0.4286,0.1286,general
parking,3,4,0.4286,0.1286,general
perfect,3,4,0.4286,0.1286,general
pix,3,4,0.4286,0.1286,general
prepare,3,4,0.4286,0.1286,general
radio,3,4,0.4286,0.1286,general
suits,3,4,0.4286,0.1286,general
tension,3,4,0.4286,0.1286,general
total,3,4,0.4286,0.1286,general
turn,3,4,0.4286,0.1286,general
wet,3,4,0.4286,0.1286,general
does,8,42,0.16,0.128,general
night,18,124,0.1268,0.1268,general
break,5,15,0.25,0.125,general
hard,6,23,0.2069,0.1241,general
rent,4,9,0.3077,0.1231,general
tomorrow,11,79,0.1222,0.1222,general
hello,8,45,0.1509,0.1208,general
indian,6,24,0.2,0.12,general
heart,9,59,0.1324,0.1191,general
close,5,16,0.2381,0.119,general
guys,7,35,0.1667,0.1167,general
work,13,100,0.115,0.115,general
learn,4,10,0.2857,0.1143,general
saturday,4,10,0.2857,0.1143,general
warm,4,10,0.2857,0.1143,general
white,4,10,0.2857,0.1143,general
times,7,36,0.1628,0.114,general
ek,5,17,0.2273,0.1136,general
2009,3,5,0.375,0.1125,general
airport,3,5,0.375,0.1125,general
diya,3,5,0.375,0.1125,general
energy,3,5,0.375,0.1125,general
raha,3,5,0.375,0.1125,general
truly,3,5,0.375,0.1125,general
care,11,90,0.1089,0.1089,general
round,4,11,0.2667,0.1067,general
meet,10,84,0.1064,0.1064,general
need,22,185,0.1063,0.1063,general
english,4,12,0.25,0.1,general
fall,4,12,0.25,0.1,general
plans,4,12,0.25,0.1,general
bills,3,6,0.3333,0.1,general
budget,3,6,0.3333,0.1,general
chinese,3,6,0.3333,0.1,general
moon,3,6,0.3333,0.1,general
notice,3,6,0.3333,0.1,general
questions,3,6,0.3333,0.1,general
tell,16,146,0.0988,0.0988,general
na,7,43,0.14,0.098,general
inside,5,21,0.1923,0.0962,general
set,5,21,0.1923,0.0962,general
like,29,277,0.0948,0.0948,general
big,7,45,0.1346,0.0942,general
eve,4,13,0.2353,0.0941,general
whats,4,13,0.2353,0.0941,general
don,21,205,0.0929,0.0929,general
fast,5,22,0.1852,0.0926,general
id,5,22,0.1852,0.0926,general
simple,5,22,0.1852,0.0926,general
ve,11,108,0.0924,0.0924,general
advance,3,7,0.3,0.09,general
cheap,3,7,0.3,0.09,general
cover,3,7,0.3,0.09,general
hd,3,7,0.3,0.09,general
present,3,7,0.3,0.09,general
share,3,7,0.3,0.09,general
shirt,3,7,0.3,0.09,general
tie,3,7,0.3,0.09,general
cum,5,23,0.1786,0.0893,general
pick,8,64,0.1111,0.0889,general
2day,4,14,0.2222,0.0889,general
funny,4,14,0.2222,0.0889,general
honey,4,14,0.2222,0.0889,general
xx,4,14,0.2222,0.0889,general
good,24,252,0.087,0.087,general
think,15,162,0.0847,0.0847,general
christmas,4,15,0.2105,0.0842,general
comes,5,25,0.1667,0.0833,general
right,9,90,0.0909,0.0818,general
4u,3,8,0.2727,0.0818,general
normal,3,8,0.2727,0.0818,general
players,3,8,0.2727,0.0818,general
babe,8,71,0.1013,0.081,general
gets,5,26,0.1613,0.0806,general
love,19,232,0.0757,0.0757,general
john,3,9,0.25,0.075,general
kids,3,9,0.25,0.075,general
naughty,3,9,0.25,0.075,general
self,3,9,0.25,0.075,general
ko,5,29,0.1471,0.0735,general
happy,11,140,0.0728,0.0728,general
fone,4,18,0.1818,0.0727,general
drop,4,19,0.1739,0.0696,general
ice,3,10,0.2308,0.0692,general
wow,3,10,0.2308,0.0692,general
wait,7,69,0.0921,0.0645,general
4m,3,11,0.2143,0.0643,general
boys,3,11,0.2143,0.0643,general
fact,3,11,0.2143,0.0643,general
forward,3,11,0.2143,0.0643,general
worried,3,11,0.2143,0.0643,general
bored,4,21,0.16,0.064,general
asked,5,36,0.122,0.061,general
dont,12,197,0.0574,0.0574,general
man,7,80,0.0805,0.0563,general
mark,3,13,0.1875,0.0562,general
problems,3,13,0.1875,0.0562,general
search,3,13,0.1875,0.0562,general
place,6,59,0.0923,0.0554,general
tonight,6,59,0.0923,0.0554,general
food,4,26,0.1333,0.0533,general
cool,5,43,0.1042,0.0521,general
making,4,27,0.129,0.0516,general
ne,4,28,0.125,0.05,general
needs,3,15,0.1667,0.05,general
im,7,94,0.0693,0.0485,general
case,3,16,0.1579,0.0474,general
lost,3,16,0.1579,0.0474,general
nyt,3,17,0.15,0.045,general
pass,3,17,0.15,0.045,general
thank,4,33,0.1081,0.0432,general
hey,7,107,0.0614,0.043,general
treat,3,18,0.1429,0.0429,general
used,3,18,0.1429,0.0429,general
hear,4,34,0.1053,0.0421,general
long,5,56,0.082,0.041,general
child,3,19,0.1364,0.0409,general
lots,3,19,0.1364,0.0409,general
person,5,59,0.0781,0.0391,general
far,3,20,0.1304,0.0391,general
feeling,3,22,0.12,0.036,general
started,3,23,0.1154,0.0346,general
house,4,44,0.0833,0.0333,general
drive,3,24,0.1111,0.0333,general
room,4,45,0.0816,0.0327,general
luv,5,75,0.0625,0.0312,general
birthday,3,26,0.1034,0.031,general
head,3,26,0.1034,0.031,general
yesterday,3,26,0.1034,0.031,general
getting,4,49,0.0755,0.0302,general
drink,3,27,0.1,0.03,general
late,4,58,0.0645,0.0258,general
baby,3,32,0.0857,0.0257,general
amp,4,60,0.0625,0.025,general
leave,4,64,0.0588,0.0235,general
dinner,3,36,0.0769,0.0231,general
little,3,36,0.0769,0.0231,general
got,7,239,0.0285,0.0199,general
called,3,44,0.0638,0.0191,general
wish,4,82,0.0465,0.0186,general
ok,7,262,0.026,0.0182,general
did,5,134,0.036,0.018,general
better,3,51,0.0556,0.0167,general
ask,4,103,0.0374,0.015,general
coming,3,57,0.05,0.015,general
going,5,183,0.0266,0.0133,general
hope,4,139,0.028,0.0112,general
say,4,140,0.0278,0.0111,general
sure,3,83,0.0349,0.0105,general
ll,5,284,0.0173,0.0087,general
sorry,3,130,0.0226,0.0068,general
come,3,235,0.0126,0.0038,general
