text,label,feature_score,urgency_score,financial_score,authority_score,threat_score,technical_score,matched_phrases
3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 1 50 each,1,12.7904,0.0,0.0,0.0,0.0,0.0,"ree, 85, ts, 16, ft, free text, 50, ac, ms, free, texts, text, chance, ab, free msg, msg, ext"
goodmorning today i am late for 1hr,0,0.0,0.0,0.0,0.0,0.0,0.0,
hi happy birthday hi hi hi hi hi hi hi,0,0.7364,0.0,0.0,0.0,0.0,0.0,app
i will be outside office take all from there,0,3.4879,0.0,0.0,0.0,0.0,0.0,"ts, ke, tak, al, office"
if you don t respond imma assume you re still asleep and imma start calling n shit,0,3.1667,0.0,0.0,0.0,0.0,0.0,"po, star, al, sp, till"
aight see you in a bit,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it,0,4.341,0.0,0.0,0.0,0.0,0.0,"rs, par, pe, super, men, al, rid"
join the uk s horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nyt ec2a 3lp msg 150p,1,16.2776,0.0,0.0,0.0,0.0,0.0,"150p, 150, 50p, dogging, uk, service, entry, txt, 50, 15, ms, low, join, 69, sex, ec2a, se, 88, ons, msg"
lol i have to take it member how i said my aunt flow didn t visit for 6 months it s cause i developed ovarian cysts bc is the only way to shrink them,0,6.9827,0.0,0.0,0.0,0.0,0.0,"ts, visit, member, ke, tak, low, pe, months, month, se"
still work going on it is very small house,0,1.4671,0.0,0.0,0.0,0.0,0.0,"al, till, se"
my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here,0,2.6829,0.0,0.0,0.0,0.0,0.0,"ms, order, rd, end, gr"
tmr timin still da same wat cos i got lesson until 6,0,1.5934,0.0,0.0,0.0,0.0,0.0,"min, till, mr"
that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it,0,3.7479,0.0,0.0,0.0,0.0,0.0,"ts, ke, min, pe, minute"
no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,0,2.3293,0.0,0.0,0.0,0.0,0.0,"pl, weeks, ab, week"
got fujitsu ibm hp toshiba got a lot of model how to say,0,2.4811,0.0,0.0,0.0,0.0,0.0,"ts, del, ji, hp"
okie thanx,0,0.3485,0.0,0.0,0.0,0.0,0.0,ki
gosh that what a pain spose i better come then,0,3.1519,0.0,0.0,0.0,0.0,0.0,"po, com, sp, tt, se"
as usual iam fine happy amp doing well,0,1.2819,0.0,0.0,0.0,0.0,0.0,"app, al"
so when you gonna get rimac access,0,2.3267,0.0,0.0,0.0,0.0,0.0,"ac, access, cc"
im at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late,0,3.6386,0.0,0.0,0.0,0.0,0.0,"sq, 30, 10, aur, ab"
you call times job today ok umma and ask them to speed up,0,2.8488,0.0,0.0,0.0,0.0,0.0,"speed, pe, al, sp, job"
hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk,0,3.9749,0.0,0.0,0.0,0.0,0.0,"rs, hrs, fancy, book, ab, al"
r u sam p in eachother if we meet we can go 2 my house,0,2.0129,0.0,0.0,0.0,0.0,0.0,"ac, hot, se"
yeah lol luckily i didn t have a starring role like you,0,1.8769,0.0,0.0,0.0,0.0,0.0,"ke, star, ki"
hello madam how are you,0,0.0,0.0,0.0,0.0,0.0,0.0,
awesome text me when you re restocked,0,2.0292,0.0,0.0,0.0,0.0,0.0,"ke, text, stock, ext"
knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice t cs www tkls com age16 to stoptxtstop 1 50 week,1,26.2274,0.0,0.0,0.0,0.0,0.0,"cs, 800, weekly, opt, 08, ts, www, 250, voucher, 16, ft, txts, txt, 80, 50, draw, store, com, enter, 00"
yes it s all innocent fun o,0,1.292,0.0,0.0,0.0,0.0,0.0,"al, yes, fun"
thanks for sending this mental ability question,0,4.3383,0.0,0.0,0.0,0.0,0.0,"ending, din, ab, men, al, se, send, end, bil"
sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,0,6.7395,0.0,0.0,0.0,0.0,0.0,"cash, won, pe, extra, ab, al, tt, month, se, real, ext, bil, hl"
2marrow only wed at lt gt to 2 aha,0,1.12,0.0,0.0,0.0,0.0,0.0,"row, mar"
i went to ur hon lab but no one is there,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper,0,6.4187,0.0,0.0,0.0,0.0,0.0,"ts, location, 70, pl, 00, pe, 90, loc, 900, 700"
forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min,1,21.9106,0.0,0.0,0.0,0.0,0.0,"24, 18, 000, alert, 100, matches, sms, ac, 15, 40, ms, match, 70, box, pl, min, 00, 10, age, cc"
how come,0,0.8098,0.0,0.0,0.0,0.0,0.0,com
lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website,0,2.4319,0.0,0.0,0.0,0.0,0.0,"ts, al, web, real"
i m coming home 4 dinner,0,2.1468,0.0,0.0,0.0,0.0,0.0,"com, min, din"
s da al r above lt gt,0,1.1107,0.0,0.0,0.0,0.0,0.0,"ab, al"
free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk,1,21.431,0.0,0.0,0.0,0.0,0.0,"tone, poly, ree, 08, 16, 31, 02, 50, rs, po, 13, free, 70, just text, polys, wk, 10, new, 131, 37"
unni thank you dear for the recharge rakhesh,0,2.7507,0.0,0.0,0.0,0.0,0.0,"recharge, har, charge, rech"
i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,0,4.6263,0.0,0.0,0.0,0.0,0.0,"lac, ac, details, par, ab, dr, ki"
haha they cant what at the most tmr forfeit haha so how,0,0.3522,0.0,0.0,0.0,0.0,0.0,mr
hey there glad u r better now i hear u treated urself to a digi cam is it good we r off at 9pm have a fab new year c u in coupla wks,0,6.1781,0.0,0.0,0.0,0.0,0.0,"rs, new year, pl, wk, new, ab, pm, tt, se, year"
no way i m going back there,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
urgent your mobile no 077xxx won a 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,1,34.5494,0.8906,0.0,0.0,0.0,0.0,"prize, 150p, 150ppm, bonus, 150, 2nd attempt, 03, 50p, caller prize, bonus caller, bonus caller prize, ur mob, ur mobile, 000, attempt, 02, 06, 50, urgent, mobile"
i will cal you sir in meeting,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
that s what i love to hear v see you sundayish then,0,0.4433,0.0,0.0,0.0,0.0,0.0,se
sorry da thangam very very sorry i am held up with prasad,0,0.0,0.0,0.0,0.0,0.0,0.0,
tiwary to rcb battle between bang and kochi,0,0.4923,0.0,0.0,0.0,0.0,0.0,tt
thank god they are in bed,0,0.0,0.0,0.0,0.0,0.0,0.0,
no i don t have cancer moms making a big deal out of a regular checkup aka pap smear,0,2.9975,0.0,0.0,0.0,0.0,0.0,"ms, ka, deal, al, ki"
am in gobi arts college,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
why she wants to talk to me,0,1.5455,0.0,0.0,0.0,0.0,0.0,"ts, al"
pandy joined 4w technologies today he got job,0,2.7445,0.0,0.0,0.0,0.0,0.0,"tech, join, log, pan, job"
they can try they can get lost in fact tee hee,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
my friends use to call the same,0,1.3164,0.0,0.0,0.0,0.0,0.0,"al, se, end"
em its olowoyey usc edu have a great time in argentina not sad about secretary everything is a blessing,0,4.5425,0.0,0.0,0.0,0.0,0.0,"ts, sec, low, secret, ab, se, gr"
it s a taxt massage tie pos argh ok lool,0,2.3955,0.0,0.0,0.0,0.0,0.0,"tax, po, age"
hi can i please get a lt gt dollar loan from you i ll pay you back by mid february pls,0,4.0657,0.0,0.0,0.0,0.0,0.0,"ac, pl, loan, feb, pay, se"
you might want to pull out more just in case and just plan on not spending it if you can i don t have much confidence in derek and taylor s money management,0,5.5076,0.0,0.0,0.0,0.0,0.0,"pl, pe, age, ending, din, men, sp, se, end, ana"
do you like shaking your booty on the dance floor,0,1.9183,0.0,0.0,0.0,0.0,0.0,"ke, dance, ki"
text me when you get off don t call my phones having problems,0,4.4891,0.0,0.0,0.0,0.0,0.0,"phones, ph, ms, text, al, phone, ext"
no need for the drug anymore,0,0.4267,0.0,0.0,0.0,0.0,0.0,dr
sorry da i was thought of calling you lot of times lil busy i will call you at noon,0,0.5455,0.0,0.0,0.0,0.0,0.0,al
its sarcasm nt scarcasim,0,1.0,0.0,0.0,0.0,0.0,0.0,ts
great i have to run now so ttyl,0,0.7923,0.0,0.0,0.0,0.0,0.0,"tt, gr"
feel like trying kadeem again v,0,2.2395,0.0,0.0,0.0,0.0,0.0,"ke, ka, fee, trying"
dai lt gt naal eruku,0,1.5286,0.0,0.0,0.0,0.0,0.0,"uk, al"
not yet chikku wat abt u,0,0.5652,0.0,0.0,0.0,0.0,0.0,ab
want to finally have lunch today,0,1.4026,0.0,0.0,0.0,0.0,0.0,"final, al"
do you know when dad will be back,0,0.8696,0.0,0.0,0.0,0.0,0.0,ac
hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy,1,3.1094,0.0,0.0,0.0,0.0,0.0,"ke, chat, sexy, sex, se"
8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w4 5wq norm 150p tone 16,1,37.4444,0.0,0.0,0.0,0.0,0.0,"150p, tone, 800, 150, 8007, 04, ree, 50p, pobox, ur mob, txt nokia, www, uk, 16, nokia, txt, 80, just txt, tell ur, 50"
he remains a bro amongst bros,0,0.0,0.0,0.0,0.0,0.0,0.0,
r u meeting da ge at nite tmr,0,0.3522,0.0,0.0,0.0,0.0,0.0,mr
was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember,0,2.9594,0.0,0.0,0.0,0.0,0.0,"rs, member, fee, se, pre"
why de you looking good only,0,0.7959,0.0,0.0,0.0,0.0,0.0,"looking, ki"
wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uk s largest dogging network txt park to 69696 now nyt ec2a 3lp 1 50 msg,1,23.3239,0.0,0.0,0.0,0.0,0.0,"ur mob, ur mobile, dogging, uk, txt, 50, network, mobile, location, direct, mob, ms, par, join, net, 69, locations, al, 50 msg, ec2a"
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,25.3395,0.0,0.0,0.0,0.0,0.0,"800, 08000930705, camcorder, 08, 000, nokia, offer, delivery, 0800, 80, ac, po, contact, 70, new nokia, reply, pl, 30, 00, order"
yes they replied my mail i m going to the management office later plus will in to bank later also or on wednesday,0,4.3594,0.0,0.6829,0.0,0.0,0.0,"pl, bank, age, men, al, office, yes, ana"
that s cool i ll come by like lt gt ish,0,1.6018,0.0,0.0,0.0,0.0,0.0,"com, ke"
super msg da nalla timing,0,3.7505,0.0,0.0,0.0,0.0,0.0,"ms, min, pe, super, al, msg"
good afternoon my boytoy how are you feeling today better i hope are you being my good boy are you my obedient slave do you please your queen,0,3.8048,0.0,0.0,0.0,0.0,0.0,"ft, pl, pe, fee, tt, se"
i am 6 ft we will be a good combination,0,1.7431,0.0,0.0,0.0,0.0,0.0,"ft, com"
i m sick i m needy i want you pouts stomps feet where are you pouts stomps feet i want my slave i want him now,0,2.3621,0.0,0.0,0.0,0.0,0.0,"ts, po, fee"
am on a train back from northampton so i m afraid not,0,1.2696,0.0,0.0,0.0,0.0,0.0,"ac, north"
where in abj are you serving are you staying with dad or alone,0,1.554,0.0,0.0,0.0,0.0,0.0,"ab, al, se"
was playng 9 doors game and gt racing on phone lol,0,5.9959,0.0,0.0,0.0,0.0,0.0,"ac, rs, ph, pl, racing, play, door, game, phone"
new tones this week include 1 mcfly all ab 2 sara jorge shock 3 will smith switch to order follow instructions on next message,1,8.5286,0.0,0.0,0.0,0.0,0.0,"tone, tones, order, low, age, new, ab, al, rd, week, ons, message, ext, instructions, tc"
i m on da bus going home,0,0.0,0.0,0.0,0.0,0.0,0.0,
i got a call from a landline number i am asked to come to anna nagar i will go in the afternoon,0,6.0804,0.0,0.0,0.0,0.0,0.0,"land, ft, landline, com, ke, line, al, number"
i m okay chasing the dream what s good what are you doing next,0,1.9348,0.0,0.0,0.0,0.0,0.0,"ka, dream, dr, ext"
yupz i ve oredi booked slots 4 my weekends liao,0,3.8834,0.0,0.0,0.0,0.0,0.0,"ts, ke, book, weekend, week, end, weekends"
urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,1,35.8851,3.3853,0.0,0.0,0.0,0.0,"claim, prize, guaranteed, valid, 5000, 800, prize guaranteed, land, land line, 12hrs, valid 12hrs, 03, draw shows, guarantee, land line claim, line claim, 000, 500, 80, todays"
there r many model sony ericson also der lt gt it luks good bt i forgot modl no,0,3.7841,0.0,0.0,0.0,0.0,0.0,"cs, uk, del, al, sony"
yes i know the cheesy songs from frosty the snowman,0,0.9401,0.0,0.0,0.0,0.0,0.0,"song, yes"
ya ok vikky vl c witin lt gt mins and il reply u,0,2.915,0.0,0.0,0.0,0.0,0.0,"reply, pl, min, mins"
sports fans get the latest sports news str 2 ur mobile 1 wk free plus a free tone txt sport on to 8007 www getzed co uk 0870141701216 norm 4txt 120p,1,31.494,0.0,0.0,0.0,0.0,0.0,"tone, 800, 121, 8007, ree, 08, ur mob, ur mobile, ts, www, uk, 16, 14, txt, 80, mobile, latest, po, mob, free"
hey tmr meet at bugis 930,0,1.3987,0.0,0.0,0.0,0.0,0.0,"30, mr, 93"
urgent urgent we have 800 free flights to europe to give away call b4 10th sept take a friend 4 free call now to claim on 09050000555 ba128nnfwfly150ppm,1,25.2782,0.8906,0.0,0.0,0.0,0.0,"claim, 150p, 5000, 150ppm, 800, 150, ree, 50p, ts, 000, 500, 80, 50, urgent, 15, free, 28, ke, tak, 00"
all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,0,2.947,0.0,0.0,0.0,0.0,0.0,"ts, new, al, se, ist"
hey sexy buns what of that day no word from you this morning on ym i think of you,0,2.6587,0.0,0.0,0.0,0.0,0.0,"sexy, word, sex, rd, se"
and whenever you and i see we can still hook up too,0,0.9216,0.0,0.0,0.0,0.0,0.0,"till, se"
nope but i m going home now then go pump petrol lor like going 2 rain soon,0,1.4587,0.0,0.0,0.0,0.0,0.0,"ke, pe"
can you use foreign stamps for whatever you send them off for,0,1.1579,0.0,0.0,0.0,0.0,0.0,"se, send, end"
from 88066 lost 12 help,1,2.7385,0.0,0.0,0.0,0.0,0.0,"06, 80, 12, 88"
oh baby of the house how come you dont have any new pictures on facebook,0,5.4689,0.0,0.0,0.0,0.0,0.0,"ac, picture, com, pic, new, book, ab, se"
feb lt gt is i love u day send dis to all ur valued frnds evn me if 3 comes back u ll gt married d person u luv if u ignore dis u will lose ur luv 4 evr,0,6.6894,0.0,0.0,0.0,0.0,0.0,"ac, rs, valued, com, pe, feb, al, se, send, end, mar"
hiya sorry didn t hav signal i haven t seen or heard from and neither has which is unusual in itself i ll put on the case and get him to sort it out hugs and snogs,0,2.4811,0.0,0.0,0.0,0.0,0.0,"ts, al, rd, se"
omw back to tampa from west palm you hear what happened,0,3.3626,0.0,0.0,0.0,0.0,0.0,"ac, app, pe, al, west"
yup no more already thanx 4 printing n handing it up,0,1.4287,0.0,0.0,0.0,0.0,0.0,"din, al, ready"
freemsg fancy a flirt reply date now join the uks fastest growing mobile dating service msgs rcvd just 25p to optout txt stop to 83021 reply date now,1,25.6481,0.0,0.0,0.0,0.0,0.0,"dating, txt stop, dating service, freemsg, opt, ree, uk, service, txt, 02, mobile, win, mob, ms, free, row, reply, pl, 30, 25"
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,0,3.756,0.0,0.0,0.0,0.0,0.0,"ts, com, movies, se, watch, movie, tc"
s now only i took tablets reaction morning only,0,3.2348,0.0,0.0,0.0,0.0,0.0,"ts, ac, action, ab"
great new offer double mins double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt t cs,1,31.6664,0.0,0.0,0.0,0.0,0.0,"cs, 800, opt, ree, 08000839402, mobileupd8, 08, 000, offer, phones, txt, 02, 0800, 80, double mins, camera, mobile, latest, 40, ph"
nah i m a perpetual dd,0,1.2122,0.0,0.0,0.0,0.0,0.0,"pe, al"
sorry de i went to shop,0,0.4231,0.0,0.0,0.0,0.0,0.0,shop
hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2you co uk,1,25.7012,0.0,0.0,0.0,0.0,0.0,"24, tone, tones, unsubscribe, 50p, 08, subscribe, uk, content, 16, 60, 45, 02, 06, text stop, 50, 40, njoy, 00, stop"
hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,0,1.7623,0.0,0.0,0.0,0.0,0.0,"team, till, end, ana"
nope i m not drivin i neva develop da photos lei,0,3.0889,0.0,0.0,0.0,0.0,0.0,"ph, hot, pe, photo, dr"
i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,0,1.6181,0.0,0.0,0.0,0.0,0.0,"ac, ons, ki"
cool i am lt gt inches long hope you like them big,0,2.2279,0.0,0.0,0.0,0.0,0.0,"ke, inch, pe"
house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,0,7.2883,0.0,0.0,0.0,0.0,0.0,"rs, po, jan, holiday, govt, din, al, holi, rd, se, office, ons"
go where n buy juz buy when we get there lar,0,0.3222,0.0,0.0,0.0,0.0,0.0,buy
i m working technical support voice process,0,2.5656,0.0,0.0,0.0,0.0,0.0,"po, tech, al, ki"
it s justbeen overa week since we broke up and already our brains are going to mush,0,2.4626,0.0,0.0,0.0,0.0,0.0,"ke, al, week, vera, ready"
tunde how are you doing this is just wishing you a great day abiola,0,0.8652,0.0,0.0,0.0,0.0,0.0,"ab, gr"
nope c then,0,0.6667,0.0,0.0,0.0,0.0,0.0,pe
no but we ll do medical missions to nigeria,0,0.9455,0.0,0.0,0.0,0.0,0.0,"al, ons"
no i am not having not any movies in my laptop,0,1.4088,0.0,0.0,0.0,0.0,0.0,"laptop, movies, movie"
urgent please call 09066612661 from landline 5000 cash or a luxury 4 canary islands holiday await collection t cs sae award 20m12aq 150ppm 16,1,33.4045,0.8906,0.0,0.0,0.0,0.0,"150p, cs, 5000, 150ppm, sae, 150, land, await collection, 50p, 000, collection, award, 500, 16, await, luxury, landline, 06, 50, urgent"
urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or 1000 cash await collection ppm 150 sae t cs james 28 eh74rr,1,35.7751,0.8906,0.0,0.0,0.0,0.0,"cs, 1000 cash, sae, 150, land, await collection, complimentary, 000, collection, await, 100, landline, 1000, 06, cash await, cash await collection, 50, urgent, 15, cash"
